"Step","mainstateskip2 - train/sampled_mean_reward","mainstateskip2 - train/sampled_mean_reward__MIN","mainstateskip2 - train/sampled_mean_reward__MAX"
"34","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"35","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"36","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"37","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"38","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"39","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"40","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"41","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"42","0.09400130325808176","0.09400130325808176","0.09400130325808176"
"43","0.07693779001578574","0.07693779001578574","0.07693779001578574"
"44","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"45","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"46","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"47","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"48","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"49","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"50","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"51","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"52","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"53","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"54","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"55","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"56","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"57","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"58","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"59","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"60","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"61","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"62","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"63","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"64","0.019039894454661848","0.019039894454661848","0.019039894454661848"
"65","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"66","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"67","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"68","0.20951376422540335","0.20951376422540335","0.20951376422540335"
"69","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"70","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"71","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"72","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"73","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"74","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"75","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"76","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"77","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"78","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"79","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"80","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"81","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"82","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"83","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"84","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"85","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"86","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"87","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"88","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"89","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"90","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"91","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"92","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"93","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"94","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"95","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"96","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"97","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"98","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"99","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"100","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"101","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"102","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"103","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"104","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"105","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"106","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"107","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"108","0.9329568931955792","0.9329568931955792","0.9329568931955792"
"109","0.38515696992164467","0.38515696992164467","0.38515696992164467"
"110","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"111","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"112","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"113","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"114","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"115","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"116","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"117","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"118","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"119","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"120","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"121","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"122","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"123","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"124","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"125","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"126","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"127","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"128","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"129","0.12460743946292165","0.12460743946292165","0.12460743946292165"
"130","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"131","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"132","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"133","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"134","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"135","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"136","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"137","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"138","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"139","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"140","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"141","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"142","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"143","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"144","1.5820138247541913","1.5820138247541913","1.5820138247541913"
"145","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"146","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"147","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"148","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"149","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"150","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"151","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"152","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"153","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"154","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"155","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"156","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"157","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"158","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"159","0.33953860939798514","0.33953860939798514","0.33953860939798514"
"160","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"161","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"162","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"163","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"164","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"165","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"166","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"167","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"168","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"169","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"170","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"171","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"172","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"173","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"174","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"175","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"176","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"177","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"178","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"179","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"180","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"181","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"182","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"183","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"184","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"185","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"186","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"187","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"188","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"189","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"190","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"191","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"192","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"193","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"194","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"195","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"196","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"197","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"198","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"199","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"200","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"201","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"202","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"203","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"204","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"205","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"206","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"207","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"208","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"209","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"210","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"211","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"212","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"213","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"214","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"215","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"216","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"217","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"218","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"219","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"220","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"221","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"222","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"223","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"224","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"225","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"226","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"227","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"228","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"229","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"230","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"231","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"232","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"233","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"234","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"235","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"236","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"237","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"238","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"239","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"240","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"241","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"242","1.0342139014802567","1.0342139014802567","1.0342139014802567"
"243","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"244","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"245","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"246","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"247","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"248","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"249","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"250","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"251","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"252","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"253","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"254","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"255","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"256","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"257","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"258","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"259","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"260","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"261","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"262","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"263","1.3794998081848364","1.3794998081848364","1.3794998081848364"
"264","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"265","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"266","0.7603139398432893","0.7603139398432893","0.7603139398432893"
"267","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"268","0.38515696992164467","0.38515696992164467","0.38515696992164467"
"269","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"270","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"271","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"272","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"273","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"274","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"275","0.38515696992164455","0.38515696992164455","0.38515696992164455"
"276","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"277","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"278","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"279","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"280","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"281","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"282","0.2838999616369672","0.2838999616369672","0.2838999616369672"
"283","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"284","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"285","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"286","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"287","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"288","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"289","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"290","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"291","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"292","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"293","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"294","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"295","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"296","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"297","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"298","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"299","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"300","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"301","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"302","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"303","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"304","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"305","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"306","0.38515696992164455","0.38515696992164455","0.38515696992164455"
"307","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"308","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"309","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"310","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"311","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"312","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"313","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"314","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"315","0.3851569699216446","0.3851569699216446","0.3851569699216446"
"316","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"317","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"318","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"319","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"320","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"321","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"322","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"323","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"324","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"325","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"326","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"327","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"328","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"329","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"330","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"331","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"332","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"333","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"334","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"335","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"336","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"337","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"338","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"339","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"340","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"341","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"342","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"343","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"344","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"345","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"346","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"347","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"348","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"349","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"350","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"351","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"352","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"353","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"354","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"355","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"356","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"357","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"358","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"359","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"360","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"361","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"362","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"363","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"364","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"365","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"366","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"367","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"368","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"369","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"370","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"371","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"372","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"373","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"374","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"375","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"376","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"377","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"378","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"379","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"380","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"381","0.7603139398432894","0.7603139398432894","0.7603139398432894"
"382","0.3851569699216446","0.3851569699216446","0.3851569699216446"
"383","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"384","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"385","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"386","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"387","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"388","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"389","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"390","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"391","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"392","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"393","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"394","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"395","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"396","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"397","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"398","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"399","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"400","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"401","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"402","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"403","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"404","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"405","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"406","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"407","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"408","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"409","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"410","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"411","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"412","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"413","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"414","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"415","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"416","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"417","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"418","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"419","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"420","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"421","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"422","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"423","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"424","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"425","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"426","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"427","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"428","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"429","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"430","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"431","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"432","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"433","0.2838999616369672","0.2838999616369672","0.2838999616369672"
"434","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"435","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"436","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"437","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"438","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"439","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"440","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"441","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"442","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"443","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"444","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"445","0.010000000000000005","0.010000000000000005","0.010000000000000005"
